filerange 80001 85000
rangestart 80001 85000

// Subtitles
80001  帕拉丁级战列舰
80002  一种装备了大量离子炮的战列舰，拥有强大的战斗力
80005  末世级无畏舰
80006  泰坦人花费大量代价缴获来的维格尔人无畏舰
80010  速射炮防御平台
80011  从维格尔人那获得的防御平台科技，可以有效拦截敌方战斗机
80015  精锐泰瓦伦航母
80016  拥有较高的航速，可以释放大量舰载机
80020  防空导弹塔
80021  从维格尔人那获得的防空导弹塔技术建造的防御塔
80025  重型导弹塔
80026  从维格尔人那获得的重型导弹塔技术建造的防御塔
80030  巨蟹座级无畏舰
80031  以泰坦母舰为基础设计出来的移动战争堡垒
80035  工程驱逐舰
80036  可以快速修复战舰
85000  精英舰载机-猎星者
85005  紫晶重型反舰导弹
82010  流星舰载机
82015  流星舰载机-改
82020  流星舰载机-改二
82025  石英先进防空飞弹
82030  中型舰载机库
82031  停靠和起降舰载机和炮艇级单位
82035  小型货运拖车
82036  运输单个集装箱或者大体积舰载机组件
82040  集装箱托盘驳船
82041  行车不规范，亲人两行泪
82045  苍兰超重型导弹
82046  先进的超重型反舰导弹
82050  小口径防空速射炮
82051  40毫米防空速射炮
82055  中型电浆武器炮塔
82056  发射可以有效消灭中小型单位的电浆弹
82060  大型离子炮发射器
82061  可以有效对抗大型主力舰的先进武器
82065  旗舰级引擎阵列
82066  可以推动超大型的星舰进行亚光速移动
82070  攻城导弹发射平台-赫墨拉
82071  一种远距离支援武器平台，结构脆弱，但是可以发射大威力远程导弹摧毁敌舰
82075  厄瑞玻斯级特装战列舰
82076  一种集合了各种强大设备的先进战列舰
82080  苍兰超重型导弹
82081  先进的超重型反舰导弹
82085  阿塔兰忒级重型驱逐舰
82090  阿塔兰忒级-希尔芬防空型
82095  阿塔兰忒级重型驱逐舰-蔷薇型
82100  阿塔兰忒级重型驱逐舰-特装型
82105  阿塔兰忒级重型驱逐舰-电浆型
82110  阿塔兰忒级重型驱逐舰-工程型
82115  阿塔兰忒级重型驱逐舰-EDF外贸型
82120  220毫米双联装炮塔
82121  压制中小型战舰
82125  220毫米双联装炮塔-空爆弹
82126  区域防空
82130  希尔芬220毫米双联装防空炮塔
82135  双联装大型电浆炮塔
82140  双联装粒子炮发射器
82145  长程反旗舰巡航导弹-蔷薇
82150  石英防空导弹-电浆弹头
82155  紫晶导弹-防空子母弹头型
82160  阿芙乐尔级超级武库舰
82161  货舰改装来的超级战舰
82165  防风级超级货舰
82166  可以容纳海量物资的超级货舰
82170  卡厄斯联盟星座级巨型星门
82171  让星舰在星座之间进行快速超空间跳跃
82175  巨型联盟太空城市组件
82176  可以容纳大量的居民
82180  超大型联盟太空城市组件
82185  大型联盟太空城市组件
82190  中型联盟太空城市组件
82195  小型储存货栈
82196  可以储存一定量的物资
82200  大型联盟太空城市组件
82205  大力神级集装箱运输舰
82210  金线团级贸易船
82211  贸易商船
82215  牵星级巨型码头舰
82220  西西弗斯级工程艇
82221  采矿和修理
82225  卡厄斯联盟星系级跳跃门
82230  联盟星系级跳跃门
82235  玉门级超大型码头舰
82240  联盟超大型卸货码头
82241  进行快速的物资装卸
82245  航道宣传站牌
82246  进行图文各种宣传
82250  太空巴士
82255  太空卡车
82260  小型太空驳船
82265  太空汽车
82266  民用车辆
82270  塔纳托斯级超级武库舰
82275  曼陀罗超级歼星导弹
82276  一种超大威力的反旗舰导弹
82280  阿芙乐尔级超级武库舰改良型
82285  梅尔塞迪克级机动要塞
82290  卫兵级通用防御平台-布雷型
82291  反主力舰
82295  卫兵级通用防御平台-导弹型
82300  卫兵级通用防御平台-火炮型
82301  远程火力支援
82305  卫兵级通用防御平台-防空型
82306  防空拦截
82310  卫兵级通用防御平台-光束型
82311  反舰平台
82315  卫兵级通用防御平台-火炮型
82320  四联装防空速射炮
82330  420毫米加农炮
82340  主力舰级离子束
82345  联盟边境哨站
82346  安装有大量的监视设备
82350  雷鸟超级战略轰炸机
82355  雷鸟超级预警机
82360  ASSC-152A夜莺
82365  ASSC-152B夜莺
82366  战术攻击机
82370  卡尔瓦罗亚
82375  雅典娜级舰队航母
82380  雅典娜级舰队航母精英型
82385  特蕾茜娅级舰队航母
82390  图哈德达娜级舰队航母
82395  美杜莎精英战斗机
82400  美杜莎精英截击机-防空核弹型
82405  卡尔瓦罗亚
82406  索尔加尔瓦
82407  召唤索尔加尔瓦
82410  战术核弹
82411  精英战斗机
82415  三叶级运输舰
82416  快速运输舰
82420  卓越级袭击舰
82421  导弹袭击舰
82425  MK45型速射电磁轨道炮
82450  游骑兵级舰队航母
82455  军团骑士级航空战列舰
82460  秃鹫级战术轰炸机
